timestamp,gpu_index,power_draw_w,gpu_util_pct,memory_used_mb,memory_total_mb,temperature_c
2026-03-26T21:15:31.673Z,0,74.22,1,8974,24576,37
2026-03-26T21:15:36.704Z,0,109.89,4,9283,24576,39
2026-03-26T21:15:41.735Z,0,109.7,3,9279,24576,39
2026-03-26T21:15:46.767Z,0,114.23,2,1140,24576,40
2026-03-26T21:15:51.800Z,0,112.8,27,23622,24576,40
2026-03-26T21:15:56.835Z,0,339.94,100,23650,24576,54
2026-03-26T21:16:01.868Z,0,346.64,93,23650,24576,61
2026-03-26T21:16:06.902Z,0,345.89,92,23702,24576,70
2026-03-26T21:16:11.936Z,0,346.0,92,23672,24576,80
2026-03-26T21:16:16.971Z,0,318.67,78,23661,24576,84
2026-03-26T21:16:22.002Z,0,308.96,91,23662,24576,84
2026-03-26T21:16:27.036Z,0,305.35,87,23662,24576,84
2026-03-26T21:16:32.068Z,0,298.75,88,23662,24576,84
2026-03-26T21:16:37.100Z,0,296.95,91,23662,24576,86
2026-03-26T21:16:42.135Z,0,285.12,93,23662,24576,85
2026-03-26T21:16:47.168Z,0,274.97,92,23662,24576,87
2026-03-26T21:16:52.202Z,0,276.5,92,23662,24576,88
2026-03-26T21:16:57.234Z,0,266.1,92,23662,24576,88
2026-03-26T21:17:02.267Z,0,255.74,94,23662,24576,88
2026-03-26T21:17:07.300Z,0,254.24,91,23662,24576,90
2026-03-26T21:17:12.334Z,0,247.49,90,23662,24576,89
2026-03-26T21:17:17.368Z,0,246.38,92,23662,24576,90
2026-03-26T21:17:22.400Z,0,237.93,88,23662,24576,90
2026-03-26T21:17:27.433Z,0,242.37,95,23662,24576,91
2026-03-26T21:17:32.466Z,0,235.28,96,23662,24576,90
2026-03-26T21:17:37.498Z,0,233.59,94,23662,24576,91
2026-03-26T21:17:42.530Z,0,230.59,95,23662,24576,90
2026-03-26T21:17:47.564Z,0,224.9,93,23664,24576,90
2026-03-26T21:17:52.597Z,0,231.2,94,23661,24576,91
2026-03-26T21:17:57.630Z,0,226.88,94,23739,24576,91
2026-03-26T21:18:02.662Z,0,222.17,95,23696,24576,91
2026-03-26T21:18:07.695Z,0,224.66,95,23663,24576,91
2026-03-26T21:18:12.730Z,0,219.74,98,23634,24576,91
2026-03-26T21:18:17.763Z,0,223.47,95,23684,24576,91
2026-03-26T21:18:22.796Z,0,218.84,95,23676,24576,91
2026-03-26T21:18:27.829Z,0,219.44,95,23662,24576,91
